exp_id,Transfer,Type,ID,Well,Abundance
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W1,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W1,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W10,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W10,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W11,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W11,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W12,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W12,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W13,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W13,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W14,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W14,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W15,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W15,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W16,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W16,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W17,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W17,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W18,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W18,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W19,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W19,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W2,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W2,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W20,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W20,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W21,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W21,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W22,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W22,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W23,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W23,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W24,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W24,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W25,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W25,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W26,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W26,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W27,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W27,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W28,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W28,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W3,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W3,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W4,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,90,W4,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W5,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,120,W5,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W6,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,133,W6,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,13,W7,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,134,W7,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W8,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,34,W8,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,17,W9,0.5
community-top_down-1-W87-reconstituted_pairs,0,consumer,76,W9,0.5
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W1,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W2,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W3,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W4,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W5,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W6,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W7,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W8,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W9,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W10,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W11,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W12,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W13,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W14,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W15,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W16,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W17,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W18,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W19,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W20,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W21,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W22,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W23,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W24,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W25,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W26,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W27,1000
community-top_down-1-W87-reconstituted_pairs,0,resource,0,W28,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W1,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W2,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W3,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W4,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W5,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W6,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W7,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W8,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W9,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W10,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W11,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W12,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W13,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W14,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W15,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W16,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W17,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W18,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W19,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W20,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W21,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W22,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W23,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W24,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W25,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W26,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W27,1000
community-top_down-1-W87-reconstituted_pairs,0,R0,0,W28,1000
